Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Austria,9.8,10.74,11.63,11.77,11.14,12.72,14.18,14.35,14.16,13.88,14.78,13.83,13.88,14.83,13.97,13.33
Annual,Percentage,Belgium,6.63,6.8,8.78,8.4,7.71,8.56,8.71,9.7,10.27,10.0,9.76,10.21,11.95,13.83,17.08,15.05
Annual,Percentage,Bulgaria,3.49,3.57,4.57,4.14,3.74,3.82,3.97,3.94,4.42,5.14,5.37,6.02,6.32,6.8,6.41,5.48
Annual,Percentage,Cyprus,14.64,19.09,20.07,19.34,14.83,11.73,18.12,5.21,10.9,6.85,10.15,9.7,4.6,4.99,5.33,5.02
Annual,Percentage,Czechia,14.13,14.14,15.23,16.07,16.43,16.09,15.08,15.3,15.55,15.05,16.06,17.85,18.95,20.64,18.38,19.19
Annual,Percentage,Germany,12.99,12.44,14.03,14.03,13.52,14.23,14.27,14.27,14.88,15.21,15.1,15.24,15.73,15.36,15.08,14.52
Annual,Percentage,Denmark,11.67,10.71,12.34,9.3,9.26,9.35,9.3,9.94,10.82,10.68,9.68,9.47,9.82,11.45,12.04,11.44
Annual,Percentage,Estonia,7.81,7.53,6.94,10.43,14.83,14.13,14.94,16.28,15.52,15.6,12.01,11.55,11.08,13.54,12.81,10.79
Annual,Percentage,Greece,4.22,4.86,7.69,4.94,4.04,2.86,2.47,3.69,4.39,4.98,4.3,4.5,4.78,5.84,4.87,4.97
Annual,Percentage,Spain,4.24,4.16,4.78,4.75,4.81,4.98,5.44,5.16,5.46,5.85,5.74,5.5,5.84,6.05,7.13,8.46
Annual,Percentage,Finland,17.52,17.33,13.87,9.99,7.98,7.32,6.18,6.67,7.02,6.84,6.59,6.08,6.3,6.78,6.79,6.27
Annual,Percentage,France,16.67,17.57,19.73,20.4,18.72,20.02,20.43,20.8,21.69,21.68,20.57,20.46,21.45,18.5,17.26,17.17
Annual,Percentage,Croatia,6.5,6.67,7.58,6.96,5.83,7.18,7.87,6.57,7.08,9.67,9.2,8.04,8.11,9.27,7.77,6.85
Annual,Percentage,Hungary,21.18,20.17,22.18,21.68,20.85,17.27,16.28,14.48,15.32,15.9,15.95,15.52,16.26,16.82,14.94,14.77
Annual,Percentage,Ireland,25.73,24.28,22.08,19.45,21.23,21.69,20.89,20.87,24.44,28.7,34.49,34.87,38.57,42.49,43.5,42.46
Annual,Percentage,Italy,6.0,5.94,6.8,6.55,6.45,6.36,6.64,6.71,6.96,7.13,7.56,7.68,7.92,8.31,7.77,8.0
Annual,Percentage,Lithuania,7.34,6.52,5.84,6.04,5.65,5.79,5.85,6.55,7.56,7.84,8.08,7.96,8.21,8.59,8.05,7.79
Annual,Percentage,Luxembourg,32.91,35.61,41.92,30.71,25.77,26.7,21.9,19.61,19.85,15.34,6.96,7.11,14.6,4.94,5.71,5.5
Annual,Percentage,Latvia,4.62,4.63,5.33,4.79,6.71,6.43,8.05,9.53,10.84,10.03,10.47,12.03,9.94,11.68,9.72,8.7
Annual,Percentage,Malta,42.83,38.28,35.23,32.94,30.09,29.62,28.47,28.68,24.13,18.27,22.53,24.05,23.72,29.81,24.9,31.1
Annual,Percentage,Netherlands,18.28,16.16,18.38,18.59,17.33,18.78,17.71,18.63,20.35,21.0,21.61,21.19,20.95,23.19,21.71,19.35
Annual,Percentage,Poland,3.04,4.27,5.71,6.05,5.14,5.96,6.66,7.92,8.46,8.5,8.42,8.34,8.68,8.97,8.77,9.14
Annual,Percentage,Portugal,6.83,6.35,3.66,3.03,3.07,3.3,3.4,3.62,3.81,4.44,4.54,3.98,5.38,5.5,4.74,5.18
Annual,Percentage,Romania,3.5,5.4,8.21,9.81,8.82,6.3,5.58,6.43,7.33,8.28,7.93,8.39,9.12,9.91,9.02,8.89
Annual,Percentage,Sweden,13.28,13.21,14.64,14.48,13.82,12.85,13.05,12.91,13.53,13.38,11.88,11.28,11.91,12.85,11.43,11.96
Annual,Percentage,Slovenia,4.62,5.19,5.53,5.3,5.31,5.21,5.48,5.35,5.87,5.71,5.57,5.79,6.5,7.6,7.08,6.7
Annual,Percentage,Slovakia,4.99,5.19,5.85,6.66,6.62,8.22,9.65,9.91,10.02,9.75,10.68,9.72,9.08,9.18,8.17,7.44
