Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Kosovo*,129.48 d,129.32 d,129.36 d,129.81 d,130.02 d,130.19 d,130.38 d,131.02 d,130.87 d,131.11 d,131.17 d,132.08 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Albania,0.2 d,0.3 d,0.2 d,0.2 d,0.0 d,-0.1 d,0.0 d,0.5 d,0.4 d,0.2 d,0.3 d,0.5 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Austria,-0.5,0.6,0.8,0.1,0.2,0.2,-0.4,0.0,0.4,0.5,0.3,0.8
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Belgium,-0.5,1.5,0.1,-0.1,0.5,0.4,-0.9,2.1,-0.6,0.6,-0.1,0.5
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Bulgaria,0.1,0.2,0.3,-0.2,0.4,0.3,1.3,0.1,-1.3,0.9,0.1,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Switzerland,-0.1,0.2,0.0,0.5,0.2,-0.2,0.4,0.0,-0.3,0.1,-0.5,0.0
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Cyprus,-1.2,0.5,1.0,0.8,0.8,0.7,0.5,0.9,-0.2,0.1,-0.5,-0.8
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Czechia,1.2,0.3,0.3,0.8,0.0,-0.1,1.0,0.3,-0.3,0.3,0.0,-0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Germany,-0.4,0.8,0.8,0.3,0.5,0.3,0.6,0.1,0.0,0.3,-0.7,0.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Denmark,0.5,0.4,0.1,0.4,0.0,0.1,1.4,-0.8,0.0,0.2,-0.6,-0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",-0.6,0.6,0.9,0.6,0.4,0.4,-0.1,0.3,0.0,0.3,-0.4,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Euro area - 19 countries  (2015-2022),-0.6,0.6,0.9,0.6,0.4,0.3,-0.1,0.3,0.0,0.3,-0.4,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Euro area – 20 countries (from 2023),-0.6,0.6,0.9,0.6,0.4,0.3,-0.1,0.3,0.0,0.3,-0.4,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Estonia,0.9,1.0,0.5,1.2,0.0,0.4,0.3,0.7,0.1,0.7,-0.7,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Greece,-1.0,0.0,2.2,1.1,0.0,0.9,-0.6,-0.3,1.9,0.2,-1.1,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Spain,-0.7,0.5,1.2,0.4,0.3,0.5,-0.6,0.2,0.2,0.2,-0.2,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",-0.4,0.6,0.8,0.6,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,European Union - 27 countries (from 2020),-0.4,0.6,0.8,0.6,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Finland,0.2,0.4,0.1,0.1,0.3,0.3,0.3,-0.3,0.6,0.5,-0.2,0.0
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,France,-0.3,0.7,0.4,0.7,0.2,0.3,0.1,0.8,-1.3,0.2,-0.2,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Croatia,-0.4,0.2,1.1,1.2,0.4,1.2,1.1,0.2,-0.6,0.5,-0.3,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Hungary,0.6,0.3,0.6,0.7,0.4,0.5,0.8,0.1,-0.1,-0.1,0.3,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Ireland,-1.6,1.1,0.8,0.0,0.7,0.5,0.2,0.2,-0.9,0.3,-0.6,0.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Iceland,-0.4,1.5,0.6,0.2,0.9,1.6,0.8,-0.2,-1.0,-0.2,-0.4,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Italy,-1.5,0.1,1.7,0.9,0.3,0.3,-1.4,0.0,1.4,0.2,-0.3,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Lithuania,0.2,0.4,0.3,0.7,0.6,0.2,0.0,-0.4,0.5,-0.1,0.3,-0.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Luxembourg,-0.6,1.3,0.3,0.3,0.6,0.2,-0.7,1.5,-0.1,-0.2,-0.4,0.2
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Latvia,0.3,-0.1,1.5,0.8,1.0,0.5,0.2,-0.1,0.4,-0.2,0.2,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Montenegro,0.4 d,0.2 d,0.5 d,0.0 d,0.5 d,0.6 d,0.8 d,0.8 d,-0.5 d,-0.3 d,0.0 d,0.2 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,North Macedonia,0.0 d,0.3 d,0.9 d,0.7 d,1.2 d,0.2 d,1.6 d,0.4 d,0.1 d,-0.8 d,1.1 d,0.3 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Malta,-0.5,0.4,1.2,3.1,1.6,1.6,0.5,0.5,-1.2,-1.3,-3.4,-0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Netherlands,-0.3,0.9,0.7,1.3,0.6,0.3,1.4,0.5,-0.8,0.5,-1.3,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Norway,-0.1,0.2,0.2,0.8,0.4,0.3,0.7,-0.7,0.2,0.2,0.1,0.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Poland,0.4,0.3,0.4,1.0,0.1,0.4,0.1,0.1,0.2,0.3,0.1,0.0
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Portugal,-0.4,0.1,2.5,1.2,1.3,-0.5,-0.9,0.1,1.7,-0.5,-1.1,-0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Romania,1.0,0.5,0.4,0.6,0.4,0.2,0.4,0.3,0.5,0.6,0.3,0.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Serbia,0.3 d,0.3 d,0.4 d,0.5 d,0.7 d,0.3 d,0.6 d,0.5 d,0.1 d,0.4 d,0.3 d,0.3 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Sweden,-0.3,0.7,0.2,0.5,0.9,-0.1,0.4,-0.3,0.4,0.3,-0.2,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Slovenia,-0.5,0.6,0.4,0.7,0.5,0.4,-0.1,-0.3,0.4,0.1,0.2,-0.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Slovakia,0.8,0.5,0.1,0.4,0.4,0.1,0.5,0.4,0.1,0.6,0.2,-0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Türkiye,6.6 d,4.1 d,3.5 d,3.7 d,3.5 d,1.7 d,2.4 d,2.6 d,3.3 d,2.3 d,1.6 d,1.2 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-1,Kosovo*,0.2 d,-0.1 d,0.0 d,0.3 d,0.2 d,0.1 d,0.1 d,0.5 d,-0.1 d,0.2 d,0.0 d,0.7 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Albania,3.5 d,3.3 d,2.8 d,2.4 d,2.0 d,1.4 d,1.7 d,2.1 d,1.9 d,1.9 d,2.3 d,2.7 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Austria,5.3,4.9,4.7,4.0,3.9,3.7,3.4,3.4,3.1,3.2,3.1,3.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Belgium,5.0,4.1,3.8,3.7,3.3,3.5,3.5,3.6,3.6,3.7,3.7,3.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Bulgaria,4.7,4.1,3.6,2.5,2.9,2.7,2.9,2.9,2.4,2.9,2.8,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Switzerland,1.4,1.1,1.1,1.3,1.3,1.1,1.1,1.0,1.0,0.9,0.9,0.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Cyprus,2.5,2.8,2.2,1.7,2.4,2.2,2.3,2.5,2.6,2.8,2.8,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Czechia,2.7,2.2,2.2,3.1,2.6,2.2,2.6,2.8,3.1,3.2,3.3,3.5
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Germany,3.5,3.5,3.3,2.9,3.3,3.1,3.1,3.0,2.9,3.2,3.1,3.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Denmark,2.4,1.5,1.5,1.3,1.5,1.0,0.8,1.0,1.5,1.4,1.2,1.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",3.6,3.3,3.0,2.7,2.8,2.8,2.8,2.8,2.6,2.7,2.7,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Euro area - 19 countries  (2015-2022),3.6,3.3,3.0,2.7,2.8,2.8,2.8,2.8,2.6,2.7,2.7,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Euro area – 20 countries (from 2023),3.6,3.3,3.0,2.7,2.8,2.8,2.8,2.8,2.6,2.7,2.7,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Estonia,5.1,5.0,4.7,5.1,4.9,4.3,4.7,4.8,4.9,6.2,5.1,5.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Greece,3.6,3.4,3.5,3.3,2.7,3.2,3.4,3.3,3.3,3.6,3.5,3.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Spain,3.8,3.7,3.4,3.0,3.2,3.2,2.9,2.9,2.7,2.5,2.5,2.6
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",4.0,3.6,3.3,3.0,3.0,3.0,3.0,2.9,2.8,2.9,2.9,2.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,European Union - 27 countries (from 2020),4.0,3.6,3.3,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Finland,2.9,2.5,1.8,1.5,1.4,1.6,1.5,1.8,2.2,2.2,2.5,2.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,France,3.5,3.2,2.5,2.3,2.3,2.3,2.1,2.3,1.9,1.9,1.9,1.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Croatia,5.1,5.1,5.4,5.2,4.6,4.1,4.0,4.0,4.5,4.5,4.5,4.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Hungary,6.0,4.9,4.3,3.9,3.9,4.0,4.6,4.5,4.6,4.3,4.5,4.8
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Ireland,3.8,3.3,2.8,2.5,2.5,2.3,2.4,2.3,1.7,1.7,1.5,1.6
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Iceland,6.0,5.6,5.4,4.7,5.2,5.1,5.1,4.3,3.5,3.9,3.7,3.8
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Italy,3.0,2.6,2.4,2.3,2.2,2.1,2.3,2.3,1.9,1.9,2.1,1.8
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Lithuania,3.6,3.6,2.8,2.6,2.6,2.6,2.3,2.2,2.1,1.6,2.1,2.6
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Luxembourg,4.2,3.7,3.7,2.9,3.1,3.1,2.7,3.1,3.0,2.6,2.4,2.6
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Latvia,3.4,2.9,3.2,3.0,2.9,3.6,3.5,3.9,4.1,4.1,4.1,4.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Montenegro,5.5 d,5.4 d,6.8 d,6.6 d,5.7 d,4.6 d,3.4 d,3.0 d,2.6 d,2.9 d,3.0 d,3.4 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,North Macedonia,2.5 d,2.2 d,3.2 d,3.2 d,4.1 d,3.9 d,4.9 d,4.7 d,4.6 d,5.2 d,5.9 d,6.1 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Malta,3.4,3.1,2.8,2.4,2.3,2.2,2.2,2.4,2.0,2.3,2.1,2.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Netherlands,3.5,2.8,3.1,2.5,2.6,3.4,3.8,3.9,4.1,3.9,4.2,4.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Norway,5.3,4.7,4.4,4.1,3.7,3.2,3.0,2.9,2.7,2.3,2.6,2.4
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Poland,5.9,5.1,4.1,4.0,3.6,3.6,3.7,3.7,3.9,3.8,3.8,3.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Portugal,2.6,2.3,2.6,2.0,3.6,2.7,2.6,2.3,3.3,3.1,3.0,3.1
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Romania,8.2,7.8,7.8,7.5,7.2,6.7,6.6,5.9,5.6,5.5,5.7,5.6
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Serbia,6.2 d,5.4 d,5.2 d,4.8 d,4.8 d,4.5 d,4.5 d,5.0 d,5.0 d,5.1 d,5.1 d,4.9 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Sweden,4.7,4.0,3.5,3.4,3.5,2.7,2.6,2.6,2.5,2.7,3.1,2.7
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Slovenia,3.6,3.7,3.5,2.8,2.4,2.3,2.2,1.9,2.2,2.1,2.3,2.3
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Slovakia,5.2,4.5,3.3,2.9,3.3,3.2,3.9,4.3,4.0,4.1,4.2,3.9
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Türkiye,68.6 d,71.0 d,72.1 d,72.8 d,73.0 d,69.7 d,59.9 d,51.3 d,48.7 d,46.6 d,45.0 d,43.1 d
Monthly,Overall index excluding energy and seasonal food,Percentage change m/m-12,Kosovo*,2.0 d,1.9 d,2.1 d,2.3 d,2.2 d,2.3 d,2.3 d,2.3 d,2.0 d,2.1 d,2.1 d,2.2 d
